"","comments_we_have","lowest.sorted.rin.of.related.rins","related.rins","number.of.rins","agency_1","agency_2","agency_3","agency_4","agency_5","agency_6","agency_7","agency_8","agency_9","ANPR-Issuance_1_publication_date","ANPR-Extension_1_publication_date","NPR-Issuance_1_publication_date","NPR-Issuance_2_publication_date","NPR-Issuance_3_publication_date","NPR-Issuance_4_publication_date","NPR-Issuance_5_publication_date","NPR-Issuance_6_publication_date","NPR-Extension_1_publication_date","NPR-Reissuance_1_publication_date","NPR-Reissuance_2_publication_date","INTERIM-FINAL-Issuance_1_publication_date","INTERIM-FINAL-Issuance_2_publication_date","INTERIM-FINAL-Issuance_3_publication_date","INTERIM-FINAL-Issuance_4_publication_date","INTERIM-FINAL-Issuance_5_publication_date","INTERIM-FINAL-Issuance_6_publication_date","INTERIM-FINAL-Correction_1_publication_date","FINAL-Issuance_1_publication_date","FINAL-Issuance_2_publication_date","FINAL-Issuance_3_publication_date","FINAL-Issuance-Complex_1_publication_date","FINAL-Correction_1_publication_date","FINAL-Correction_2_publication_date","GUIDANCE-Issuance_1_publication_date","NA_1_publication_date","ANPR-Issuance_1_rule_url","ANPR-Extension_1_rule_url","NPR-Issuance_1_rule_url","NPR-Issuance_2_rule_url","NPR-Issuance_3_rule_url","NPR-Issuance_4_rule_url","NPR-Issuance_5_rule_url","NPR-Issuance_6_rule_url","NPR-Issuance_7","NPR-Issuance_8","NPR-Extension_1_rule_url","NPR-Reissuance_1_rule_url","NPR-Reissuance_2_rule_url","INTERIM-FINAL-Issuance_1_rule_url","INTERIM-FINAL-Issuance_2_rule_url","INTERIM-FINAL-Issuance_3_rule_url","INTERIM-FINAL-Issuance_4_rule_url","INTERIM-FINAL-Issuance_5_rule_url","INTERIM-FINAL-Issuance_6_rule_url","INTERIM-FINAL-Issuance_7","INTERIM-FINAL-Issuance_8","INTERIM-FINAL-Issuance_9","INTERIM-FINAL-Issuance_10","INTERIM-FINAL-Issuance_11","INTERIM-FINAL-Issuance_12","INTERIM-FINAL-Issuance_13","INTERIM-FINAL-Issuance_14","INTERIM-FINAL-Correction_1_rule_url","FINAL-Issuance_1_rule_url","FINAL-Issuance_2_rule_url","FINAL-Issuance_3_rule_url","FINAL-Issuance_4","FINAL-Issuance-Complex_1_rule_url","FINAL-Correction_1_rule_url","FINAL-Correction_2_rule_url","GUIDANCE-Issuance_1_rule_url","NA_1_rule_url"
"157",98,"3170-AA06","3170-AA06",1,"CFPB",,,,,,,,,,,"12/13/11","12/8/11",,,,,,,,"12/16/11","12/19/11","12/20/11","12/21/11","12/22/11","12/27/11","12/29/11","2/15/12",,,,,,,"5/3/12",,,"https://www.federalregister.gov/documents/2011/12/13/2011-31892/privacy-act-of-1974-as-amended","https://www.federalregister.gov/documents/2011/12/08/2011-31153/disclosure-of-certain-credit-card-complaint-data",,,,,,,,,,"https://www.federalregister.gov/documents/2011/12/16/2011-31733/fair-debt-collection-practices-act-regulation-f","https://www.federalregister.gov/documents/2011/12/16/2011-31732/disclosure-requirements-for-depository-institutions-lacking-federal-deposit-insurance-regulation-i","https://www.federalregister.gov/documents/2011/12/16/2011-31731/mortgage-acts-and-practices-advertising-regulation-n-mortgage-assistance-relief-services-regulation","https://www.federalregister.gov/documents/2011/12/19/2011-31712/home-mortgage-disclosure-regulation-c","https://www.federalregister.gov/documents/2011/12/19/2011-31730/safe-mortgage-licensing-act-regulations-g-and-h","https://www.federalregister.gov/documents/2011/12/19/2011-31723/consumer-leasing-regulation-m","https://www.federalregister.gov/documents/2011/12/20/2011-31722/real-estate-settlement-procedures-act-regulation-x","https://www.federalregister.gov/documents/2011/12/21/2011-31714/equal-credit-opportunity-regulation-b","https://www.federalregister.gov/documents/2011/12/21/2011-31728/fair-credit-reporting-regulation-v","https://www.federalregister.gov/documents/2011/12/21/2011-31729/privacy-of-consumer-financial-information-regulation-p","https://www.federalregister.gov/documents/2011/12/21/2011-31713/interstate-land-sales-registration-program-regulations-j-k-and-l","https://www.federalregister.gov/documents/2011/12/21/2011-31727/truth-in-savings-regulation-dd","https://www.federalregister.gov/documents/2011/12/22/2011-31715/truth-in-lending-regulation-z","https://www.federalregister.gov/documents/2011/12/27/2011-31725/electronic-fund-transfers-regulation-e","https://www.federalregister.gov/documents/2011/12/29/2011-33354/consumer-leasing-regulation-m-correction","https://www.federalregister.gov/documents/2012/02/15/2012-3460/home-mortgage-disclosure-regulation-c",,,,,,,,"https://www.federalregister.gov/documents/2012/05/03/2012-10602/interstate-land-sales-registration-program-special-rules-of-practice-correction"
"158",419,"3170-AA10","3170-AA10",1,"CFPB",,,,,,,,,,,"8/29/14",,,,,,,,,,,,,,,,"10/28/15",,,,,,,"11/10/15",,,"https://www.federalregister.gov/documents/2014/08/29/2014-18353/home-mortgage-disclosure-regulation-c",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2015/10/28/2015-26607/home-mortgage-disclosure-regulation-c",,,,,,,,"https://www.federalregister.gov/documents/2015/11/10/C1-2015-26607/home-mortgage-disclosure-regulation-c"
"159",253,"3170-AA12","3170-AA12",1,"CFPB",,,,,,,,,,,"8/15/12","9/6/12",,,,,,,,,,,,,,,"1/31/13",,,,,,,,,,"https://www.federalregister.gov/documents/2012/08/15/2012-17059/high-cost-mortgage-and-homeownership-counseling-amendments-to-the-truth-in-lending-act-regulation-z","https://www.federalregister.gov/documents/2012/09/06/2012-21998/high-cost-mortgage-and-homeownership-counseling-amendments-to-the-truth-in-lending-act-regulation-z",,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2013/01/31/2013-00740/high-cost-mortgage-and-homeownership-counseling-amendments-to-the-truth-in-lending-act-regulation-z",,,,,,,,
"160",714,"3170-AA13","3170-AA13",1,"CFPB",,,,,,,,,,,"9/7/12",,,,,,,,,,,,,,,,"2/15/13",,,,,,,,,,"https://www.federalregister.gov/documents/2012/09/07/2012-20808/truth-in-lending-act-regulation-z-loan-originator-compensation",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2013/02/15/2013-01503/loan-originator-compensation-requirements-under-the-truth-in-lending-act-regulation-z",,,,,,,,
"161",351,"3170-AA14","3170-AA14",1,"CFPB",,,,,,,,,,,"9/17/12",,,,,,,,,,,,,,,,"2/14/13",,,,,,,,,,"https://www.federalregister.gov/documents/2012/09/17/2012-19977/2012-truth-in-lending-act-regulation-z-mortgage-servicing","https://www.federalregister.gov/documents/2012/09/17/2012-19974/2012-real-estate-settlement-procedures-act-regulation-x-mortgage-servicing-proposal",,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2013/02/14/2013-01241/mortgage-servicing-rules-under-the-truth-in-lending-act-regulation-z","https://www.federalregister.gov/documents/2013/02/14/2013-01248/mortgage-servicing-rules-under-the-real-estate-settlement-procedures-act-regulation-x",,,,,,,
"162",1,"3170-AA16","3170-AA16",1,"CFPB",,,,,,,,,,,"3/2/11",,,,,,,,,,,,,,,,"1/22/13",,,,,,,,,,"https://www.federalregister.gov/documents/2011/03/02/2011-4385/truth-in-lending",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2013/01/22/2013-00734/escrow-requirements-under-the-truth-in-lending-act-regulation-z",,,,,,,,
"163",2814,"3170-AA17","3170-AA17, 7100-AD75",2,"CFPB","FRS","CFPB",,,,,,,,,"5/11/11","6/5/12",,,,,,,,,,,,,,,"1/30/13",,,,,,,,,,"https://www.federalregister.gov/documents/2011/05/11/2011-9766/regulation-z-truth-in-lending","https://www.federalregister.gov/documents/2012/06/05/2012-13608/truth-in-lending-regulation-z",,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2013/01/30/2013-00736/ability-to-repay-and-qualified-mortgage-standards-under-the-truth-in-lending-act-regulation-z",,,,,,,,
"164",2914,"3170-AA19","3170-AA19",1,"CFPB",,,,,,,,,,,"8/23/12","9/6/12",,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2012/08/23/2012-17663/integrated-mortgage-disclosures-under-the-real-estate-settlement-procedures-act-regulation-x-and-the","https://www.federalregister.gov/documents/2012/09/06/2012-22000/integrated-mortgage-disclosures-under-the-real-estate-settlement-procedure-act-regulation-x-and-the",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"165",32,"3170-AA20","3170-AA20",1,"CFPB",,,,,,,,,,,"3/15/12",,,,,,,,,,,,,,,,"7/5/12",,,,,,,,,,"https://www.federalregister.gov/documents/2012/03/15/2012-6254/confidential-treatment-of-privileged-information",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2012/07/05/2012-16247/confidential-treatment-of-privileged-information",,,,,,,,
"166",36,"3170-AA24","3170-AA24",1,"CFPB",,,,,,,,,,,"5/25/12",,,,,,,,,,,,,,,,"7/3/13",,,,,,,,,,"https://www.federalregister.gov/documents/2012/05/25/2012-12718/procedural-rules-to-establish-supervisory-authority-over-certain-nonbank-covered-persons-based-on",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2013/07/03/2013-15485/procedural-rule-to-establish-supervisory-authority-over-certain-nonbank-covered-persons-based-on",,,,,,,,
"167",15,"3170-AA25","3170-AA25",1,"CFPB",,,,,,,,,,,"1/31/14",,,,,,,,,,,,,,,,"9/23/14",,,,,,,,,,"https://www.federalregister.gov/documents/2014/01/31/2014-01606/defining-larger-participants-of-the-international-money-transfer-market",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2014/09/23/2014-22310/defining-larger-participants-of-the-international-money-transfer-market",,,,,,,,
"168",69,"3170-AA26","3170-AA26",1,"CFPB",,,,,,,,,,,"8/21/12",,,,,,,,,,,,,,,,"1/31/13",,,,,,,,,,"https://www.federalregister.gov/documents/2012/08/21/2012-20422/equal-credit-opportunity-act-regulation-b",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2013/01/31/2013-01384/disclosure-and-delivery-requirements-for-copies-of-appraisals-and-other-written-valuations-under-the",,,,,,,,
"169",3,"3170-AA29","3170-AA29",1,"CFPB",,,,,,,,,,,,,,,,,,,,"9/26/13",,,,,,,"6/18/14",,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2013/09/26/2013-23229/rules-of-practice-for-issuance-of-temporary-cease-and-desist-orders",,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2014/06/18/2014-14228/rules-of-practice-for-issuance-of-temporary-cease-and-desist-orders",,,,,,,,
"170",121,"3170-AA33","3170-AA33",1,"CFPB",,,,,,,,,,,"12/31/12",,,,,,,,,,,,,,,,"1/29/13","5/22/13",,,"8/14/13",,,,,,"https://www.federalregister.gov/documents/2012/12/31/2012-31170/electronic-fund-transfers-regulation-e",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2013/01/29/2013-01595/electronic-fund-transfers-regulation-e-temporary-delay-of-effective-date","https://www.federalregister.gov/documents/2013/05/22/2013-10604/electronic-fund-transfers-regulation-e",,,,"https://www.federalregister.gov/documents/2013/08/14/2013-19503/electronic-fund-transfers-regulation-e-correction",,,
"171",940,"3170-AA34","3170-AA34",1,"CFPB",,,,,,,,,,,"1/30/13",,,,,,,,,,,,,,,,"6/12/13",,,,,,,,,,"https://www.federalregister.gov/documents/2013/01/30/2013-00739/ability-to-repay-standards-under-the-truth-in-lending-act-regulation-z",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2013/06/12/2013-13173/ability-to-repay-and-qualified-mortgage-standards-under-the-truth-in-lending-act-regulation-z",,,,,,,,
"172",61,"3170-AA35","3170-AA35",1,"CFPB",,,,,,,,,,,"3/28/13",,,,,,,,,,,,,,,,"12/6/13",,,,,,,,,,"https://www.federalregister.gov/documents/2013/03/28/2013-06291/defining-larger-participants-of-the-student-loan-servicing-market",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2013/12/06/2013-29145/defining-larger-participants-of-the-student-loan-servicing-market",,,,,,,,
"173",0,"3170-AA36","3170-AA36",1,"CFPB",,,,,,,,,,,,,,,,,,,,,,,,,,,"3/26/13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2013/03/26/2013-06861/disclosures-at-automated-teller-machines-regulation-e",,,,,,,,
"174",521,"3170-AA37","3170-AA37",1,"CFPB",,,,,,,,,,,"4/18/13","5/10/13","5/2/13","7/2/13",,,,,,"10/23/13",,,,,,,"10/1/13","5/23/13","7/24/13",,"5/31/13",,,"7/30/13",,,"https://www.federalregister.gov/documents/2013/04/18/2013-09058/amendments-to-the-2013-escrows-final-rule-under-the-truth-in-lending-act-regulation-z","https://www.federalregister.gov/documents/2013/05/10/2013-11223/loan-originator-compensation-requirements-under-the-truth-in-lending-act-regulation-z-prohibition-on","https://www.federalregister.gov/documents/2013/05/02/2013-09750/amendments-to-the-2013-mortgage-rules-under-the-real-estate-settlement-procedure-act-regulation-x","https://www.federalregister.gov/documents/2013/07/02/2013-15466/amendments-to-the-2013-mortgage-rules-under-the-equal-credit-opportunity-act-regulation-b-real",,,,,,,,"https://www.federalregister.gov/documents/2013/10/23/2013-24521/amendments-to-the-2013-mortgage-rules-under-the-real-estate-settlement-procedures-act-regulation-x",,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2013/10/01/2013-22752/amendments-to-the-2013-mortgage-rules-under-the-equal-credit-opportunity-act-regulation-b-real","https://www.federalregister.gov/documents/2013/05/23/2013-12125/amendments-to-the-2013-escrows-final-rule-under-the-truth-in-lending-act-regulation-z","https://www.federalregister.gov/documents/2013/07/24/2013-16962/amendments-to-the-2013-mortgage-rules-under-the-real-estate-settlement-procedures-act-regulation-x",,,"https://www.federalregister.gov/documents/2013/05/31/2013-13023/loan-originator-compensation-requirements-under-the-truth-in-lending-act-regulation-z-prohibition-on",,,"https://www.federalregister.gov/documents/2013/07/30/C1-2013-16962/amendments-to-the-2013-mortgage-rules-under-the-real-estate-settlement-procedure-act-regulation-x"
"175",6,"3170-AA38","3170-AA38",1,"CFPB",,,,,,,,,,,"5/7/13",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2013/05/07/2013-10318/consumer-financial-civil-penalty-fund",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"176",125,"3170-AA39","3170-AA39",1,"CFPB",,,,,,,,,,,"5/13/14",,,,,,"5/28/14",,,,,,,,,,"10/28/14",,,,,,,,,,"https://www.federalregister.gov/documents/2014/05/13/2014-10713/amendment-to-the-annual-privacy-notice-requirement-under-the-gramm-leach-bliley-act-regulation-p",,,,,,,,"https://www.federalregister.gov/documents/2014/05/28/2014-12148/amendment-to-the-annual-privacy-notice-requirement-under-the-gramm-leach-bliley-act-regulation-p",,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2014/10/28/2014-25299/amendment-to-the-annual-privacy-notice-requirement-under-the-gramm-leach-bliley-act-regulation-p",,,,,,,,
"177",211897,"3170-AA40","3170-AA40",1,"CFPB",,,,,,,,,,,"7/22/16",,,,,,,,,,,,,,,,"11/17/17",,,,,,,,,,"https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans",,,,,,,,
"178",399,"3170-AA41","3170-AA41",1,"CFPB",,,,,,,,,"11/12/13","1/14/14",,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2013/11/12/2013-26875/debt-collection-regulation-f","https://www.federalregister.gov/documents/2014/01/14/2014-00453/debt-collection-regulation-f",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"179",68,"3170-AA43","3170-AA43",1,"CFPB",,,,,,,,,,,"5/6/14",,,,,,,,,,,,,,,,"11/3/14",,,,,,,,,,"https://www.federalregister.gov/documents/2014/05/06/2014-10207/amendments-to-the-2013-mortgage-rules-under-the-truth-in-lending-act-regulation-z",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2014/11/03/2014-25503/amendments-to-the-2013-mortgage-rules-under-the-truth-in-lending-act-regulation-z",,,,,,,,
"180",35,"3170-AA45","3170-AA45",1,"CFPB",,,,,,,,,,,"4/25/14",,,,,,"5/16/14",,,,,,,,,,"9/18/14",,,,,,,,,,"https://www.federalregister.gov/documents/2014/04/25/2014-09036/electronic-fund-transfers-regulation-e",,,,,,,,"https://www.federalregister.gov/documents/2014/05/16/2014-11421/electronic-fund-transfers-regulation-e",,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2014/09/18/2014-20681/electronic-fund-transfers-regulation-e",,,,,,,,
"181",31,"3170-AA46","3170-AA46",1,"CFPB",,,,,,,,,,,"10/8/14",,,,,,,,,,,,,,,,"6/30/15",,,,,,,,,,"https://www.federalregister.gov/documents/2014/10/08/2014-23115/defining-larger-participants-of-the-automobile-financing-market-and-defining-certain-automobile",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2015/06/30/2015-14630/defining-larger-participants-of-the-automobile-financing-market-and-defining-certain-automobile",,,,,,,,
"182",882,"3170-AA48","3170-AA48",1,"CFPB",,,,,,,,,,,"10/29/14","6/26/15",,,,,,,,,,,,,,,"2/19/15",,,,"7/24/15",,,,,,"https://www.federalregister.gov/documents/2014/10/29/2014-24739/amendments-to-the-2013-integrated-mortgage-disclosures-rule-under-the-real-estate-settlement","https://www.federalregister.gov/documents/2015/06/26/2015-15836/2013-integrated-mortgage-disclosures-rule-under-the-real-estate-settlement-procedures-act-regulation",,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2015/02/19/2015-01321/amendments-to-the-2013-integrated-mortgage-disclosures-rule-under-the-real-estate-settlement",,,,,"https://www.federalregister.gov/documents/2015/07/24/2015-18239/2013-integrated-mortgage-disclosures-rule-under-the-real-estate-settlement-procedures-act-regulation",,,
"183",174,"3170-AA49","3170-AA49",1,"CFPB",,,,,,,,,,,"12/15/14",,,,,,,,,,,,,,,,"10/19/16",,,,"7/5/17",,,,,,"https://www.federalregister.gov/documents/2014/12/15/2014-28167/amendments-to-the-2013-mortgage-rules-under-the-real-estate-settlement-procedures-act-regulation-x",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2016/10/19/2016-18901/amendments-to-the-2013-mortgage-rules-under-the-real-estate-settlement-procedures-act-regulation-x","https://www.federalregister.gov/documents/2016/10/19/2016-18902/safe-harbors-from-liability-under-the-fair-debt-collection-practices-act-for-certain-actions-taken",,,,"https://www.federalregister.gov/documents/2017/07/05/2017-13796/amendments-to-the-2013-mortgage-rules-under-the-real-estate-settlement-procedures-act-regulation-x",,,
"184",6463,"3170-AA51","3170-AA51",1,"CFPB",,,,,,,,,,,"5/24/16",,,,,,,,,,,,,,,,"7/19/17",,,,"11/22/17",,,,,,"https://www.federalregister.gov/documents/2016/05/24/2016-10961/arbitration-agreements",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2017/07/19/2017-14225/arbitration-agreements",,,,,"https://www.federalregister.gov/documents/2017/11/22/2017-25324/arbitration-agreements",,,
"185",1642,"3170-AA61","3170-AA61",1,"CFPB",,,,,,,,,,,"8/15/16",,,,,,,,,,,,,,,,"8/11/17",,,,,,,,,,"https://www.federalregister.gov/documents/2016/08/15/2016-18426/amendments-to-federal-mortgage-disclosure-requirements-under-the-truth-in-lending-act-regulation-z",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2017/08/11/2017-15764/amendments-to-federal-mortgage-disclosure-requirements-under-the-truth-in-lending-act-regulation-z",,,,,,,,
"186",29,"3170-AA63","3170-AA63",1,"CFPB",,,,,,,,,,,"8/24/16",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2016/08/24/2016-19594/amendments-relating-to-disclosure-of-records-and-information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"187",85,"3170-AA76","3170-AA76",1,"CFPB",,,,,,,,,,,"7/20/17","8/11/17",,,,,,,,,,,,,,,"5/2/18","9/13/17",,,,,,,,,"https://www.federalregister.gov/documents/2017/07/20/2017-15220/home-mortgage-disclosure-regulation-c-temporary-increase-in-institutional-and-transactional-coverage","https://www.federalregister.gov/documents/2017/08/11/2017-15763/amendments-to-federal-mortgage-disclosure-requirements-under-the-truth-in-lending-act-regulation-z",,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2018/05/02/2018-09243/federal-mortgage-disclosure-requirements-under-the-truth-in-lending-act-regulation-z","https://www.federalregister.gov/documents/2017/09/13/2017-18284/home-mortgage-disclosure-regulation-c",,,,,,,
"188",1,"3209-AA15","3209-AA15",1,"CFPB",,,,,,,,,,,"1/10/17",,,,,,,,,"4/27/12",,,,,,,"8/2/17",,,,,,,,,,"https://www.federalregister.gov/documents/2017/01/10/2016-31596/supplemental-standards-of-ethical-conduct-for-employees-of-the-bureau-of-consumer-financial",,,,,,,,,,,"https://www.federalregister.gov/documents/2012/04/27/2012-10122/supplemental-standards-of-ethical-conduct-for-employees-of-the-bureau-of-consumer-financial",,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2017/08/02/2017-15597/supplemental-standards-of-ethical-conduct-for-employees-of-the-bureau-of-consumer-financial",,,,,,,,
"189",0,"3235-AK65","3235-AK65",1,"CFTC",,,,,,,,,"8/20/10",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2010/08/20/2010-20567/definitions-contained-in-title-vii-of-dodd-frank-wall-street-reform-and-consumer-protection-act",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"190",34,"3235-AK83","3235-AK83",1,"SEC",,,,,,,,,,,"12/22/10",,,,,,"2/3/11",,,,,,,,,,"12/28/11",,,,,,,,,,"https://www.federalregister.gov/documents/2010/12/22/2010-31941/mine-safety-disclosure",,,,,,,,"https://www.federalregister.gov/documents/2011/02/03/2011-2373/mine-safety-disclosure",,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/12/28/2011-33148/mine-safety-disclosure",,,,,,,,
"191",442,"3235-AK84","3235-AK84",1,"SEC",,,,,,,,,,,"10/13/11","12/23/10",,,,,"2/3/11",,,,,,,,,,"9/12/12",,,,,,,"5/7/14",,,"https://www.federalregister.gov/documents/2011/10/13/2011-26431/roundtable-on-issues-relating-to-conflict-minerals","https://www.federalregister.gov/documents/2010/12/23/2010-31940/conflict-minerals",,,,,,,"https://www.federalregister.gov/documents/2011/02/03/2011-2374/conflict-minerals",,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2012/09/12/2012-21153/conflict-minerals",,,,,,,,"https://www.federalregister.gov/documents/2014/05/07/2014-10437/securities-exchange-act-of-1934-in-the-matter-of-exchange-act-rule-13p-1-and-form-sd-order-issuing"
"192",364,"3235-AK85","3235-AK85",1,"SEC",,,,,,,,,,,"12/23/10",,,,,,"2/3/11",,,,,,,,,,"9/12/12",,,,"11/23/12",,,,,,"https://www.federalregister.gov/documents/2010/12/23/2010-31943/disclosure-of-payments-by-resource-extraction-issuers",,,,,,,,"https://www.federalregister.gov/documents/2011/02/03/2011-2359/disclosure-of-payments-by-resource-extraction-issuers",,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2012/09/12/2012-21155/disclosure-of-payments-by-resource-extraction-issuers",,,,,"https://www.federalregister.gov/documents/2012/11/23/2012-28455/disclosure-of-payments-by-resource-extraction-issuers",,,
"193",37,"3235-AL25","3235-AL25",1,"SEC",,,,,,,,,,,"5/23/13",,,,,,,,,,,,,,,,"7/9/14","8/12/14",,,,,,"8/19/14",,,"https://www.federalregister.gov/documents/2013/05/23/2013-10835/cross-border-security-based-swap-activities-re-proposal-of-regulation-sbsr-and-certain-rules-and",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2014/07/09/2014-15337/application-of-security-based-swap-dealer-and-major-security-based-swap-participant-definitions-to","https://www.federalregister.gov/documents/2014/08/12/R1-2014-15337/application-of-security-based-swap-dealer-and-major-security-based-swap-participant-definitions-to",,,,,,,"https://www.federalregister.gov/documents/2014/08/19/C1-2014-15337/application-of-security-based-swap-dealer-and-major-security-based-swap-participant-definitions-to"
"194",0,"3235-AL53","3235-AL53",1,"SEC",,,,,,,,,,,"12/23/15",,,,,,"1/27/16",,,,,,,,,,"7/27/16",,,,,,,,,,"https://www.federalregister.gov/documents/2015/12/23/2015-31702/disclosure-of-payments-by-resource-extraction-issuers",,,,,,,,"https://www.federalregister.gov/documents/2016/01/27/2016-01545/extension-of-comment-period-for-disclosure-of-payments-by-resource-extraction-issuers",,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2016/07/27/2016-15676/disclosure-of-payments-by-resource-extraction-issuers",,,,,,,,
"195",0,"4030-AA00","4030-AA00",1,"FSOC",,,,,,,,,,,"1/26/11",,,,,,,"10/18/11",,,,,,,,,"4/11/12","7/27/11",,,,,,,,,"https://www.federalregister.gov/documents/2011/01/26/2011-1551/authority-to-require-supervision-and-regulation-of-certain-nonbank-financial-companies",,,,,,,,,"https://www.federalregister.gov/documents/2011/10/18/2011-26783/authority-to-require-supervision-and-regulation-of-certain-nonbank-financial-companies",,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2012/04/11/2012-8627/authority-to-require-supervision-and-regulation-of-certain-nonbank-financial-companies","https://www.federalregister.gov/documents/2011/07/27/2011-18948/authority-to-designate-financial-market-utilities-as-systemically-important",,,,,,,
"196",0,"4030-AA01","4030-AA01",1,"FSOC",,,,,,,,,,,"3/28/11",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/03/28/2011-7003/authority-to-designate-financial-market-utilities-as-systemically-important",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"197",0,"4030-AA02","4030-AA02",1,"FSOC",,,,,,,,,,,"3/28/11",,,,,,,,,,,,,,,,"4/11/12",,,,,,,,,,"https://www.federalregister.gov/documents/2011/03/28/2011-7005/implementation-of-the-freedom-of-information-act",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2012/04/11/2012-8625/implementation-of-the-freedom-of-information-act",,,,,,,,
"198",5,"7100 AE12","7100 AE12",1,"FRS",,,,,,,,,,,"2/20/14",,,,,,,,,,,,,,,,"5/29/14",,,,,,,,,,"https://www.federalregister.gov/documents/2014/02/20/2014-03266/truth-in-savings-regulation-dd",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2014/05/29/2014-12356/truth-in-savings-regulation-dd",,,,,,,,
"199",4,"7100 AE13","7100 AE13",1,"FRS",,,,,,,,,,,"2/14/14",,,,,,,,,,,,,,,,"5/29/14",,,,,,,,,,"https://www.federalregister.gov/documents/2014/02/14/2014-03267/privacy-of-consumer-information-regulation-p",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2014/05/29/2014-12357/privacy-of-consumer-information-regulation-p",,,,,,,,
"200",0,"7100 AE57","7100 AE57",1,"FRS",,,,,,,,,,,"8/4/16",,,,,,,,,,,,,,,,"11/30/16",,,,,,,,,,"https://www.federalregister.gov/documents/2016/08/04/2016-18062/truth-in-lending-regulation-z",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2016/11/30/2016-28718/truth-in-lending-regulation-z",,,,,,,,
