"","fr_document_id","action","action_description_fr","action_url","agency_acronym","docket_id","joint","page_length","publication_date","reg_dot_gov_document_id","rin","stage","stage_n","start_page","title","volume"
"590","2011-12019-FRS","Issuance","Proposed rule; request for public comment.","https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1419&doc_ver=1","FRS","R-1419","No","62","2011-05-23","FRS-2011-0133-0001","7100-AD76","NPR","","29901","Electronic Fund Transfers","76"
"591","2011-12019-CFPB","Issuance","Proposed rule; request for public comment.","https://www.regulations.gov/docket?D=CFPB-2011-0009","CFPB","CFPB-2011-0009","No","62","2011-05-23","CFPB-2011-0009-0001","7100-AD76","NPR","","29901","Electronic Fund Transfers","76"
"592","2012-1726-CFPB","Issuance","Proposed rule; request for public comment.","https://www.regulations.gov/docket?D=CFPB-2011-0009","CFPB","CFPB-2011-0009","No","25","2012-02-07","CFPB-2011-0009-0041","7100-AD76","NPR","","6310","Electronic Fund Transfers (Regulation E)","77"
"593","2012-16245-CFPB","Correction","Final rule; official interpretation; correction.","https://www.regulations.gov/docket?D=CFPB-2011-0009","CFPB","CFPB-2011-0009","No","20","2012-07-10","CFPB-2011-0009-0104","7100-AD76","FINAL","","40459","Electronic Fund Transfers (Regulation E); Correction","77"
"594","2012-1728-CFPB","Issuance","Final rule; official interpretation.","https://www.regulations.gov/docket?D=CFPB-2011-0009","CFPB","CFPB-2011-0009","No","117","2012-02-07","CFPB-2011-0009-0120","7100-AD76","FINAL","","6193","Electronic Fund Transfers (Regulation E)","77"
"595","2012-19702-CFPB","Issuance","Final rule; official interpretation.","https://www.regulations.gov/docket?D=CFPB-2011-0009","CFPB","CFPB-2011-0009","No","46","2012-08-20","CFPB-2011-0009-0128","7100-AD76","FINAL","","50243","Electronic Fund Transfers (Regulation E)","77"
"596","2012-31170-CFPB","Issuance","Proposed rule; request for public comment.","https://www.regulations.gov/docket?D=CFPB-2012-0050","CFPB","CFPB-2012-0050","No","29","2012-12-31","CFPB-2012-0050-0001","3170-AA33","NPR","","77187","Electronic Fund Transfers (Regulation E)","77"
"597","2013-01595-CFPB","Issuance","Final rule.","https://www.regulations.gov/docket?D=CFPB-2012-0050","CFPB","CFPB-2012-0050","No","3","2013-01-29","CFPB-2012-0050-0123","3170-AA33","FINAL","","6025","Electronic Fund Transfers (Regulation E) Temporary Delay of Effective Date","78"
"598","2013-10604-CFPB","Issuance","Final rule; official interpretation.","https://www.regulations.gov/docket?D=CFPB-2012-0050","CFPB","CFPB-2012-0050","No","61","2013-05-22","CFPB-2012-0050-0124","3170-AA33","FINAL","","30661","Electronic Fund Transfers (Regulation E)","78"
"599","2013-19503-CFPB","Correction","Final rule; official interpretation; correction.","https://www.regulations.gov/docket?D=CFPB-2012-0050","CFPB","CFPB-2012-0050","No","2","2013-08-14","CFPB-2012-0050-0125","3170-AA33","FINAL","","49365","Electronic Fund Transfers (Regulation E); Correction","78"
"600","2014-09036-CFPB","Issuance","Proposed rule; request for public comment.","https://www.regulations.gov/docket?D=CFPB-2014-0008","CFPB","CFPB-2014-0008","No","26","2014-04-25","CFPB-2014-0008-0001","3170-AA45","NPR","","23233","Electronic Fund Transfers (Regulation E)","79"
"601","2014-11421-CFPB","Extension","Proposed rule; extension of comment period.","https://www.regulations.gov/docket?D=CFPB-2014-0008","CFPB","CFPB-2014-0008","No","1","2014-05-16","CFPB-2014-0008-0038","3170-AA45","NPR","","28458","Electronic Fund Transfers (Regulation E)","79"
"602","2014-20681-CFPB","Issuance","Final rule; official interpretation.","https://www.regulations.gov/docket?D=CFPB-2014-0008","CFPB","CFPB-2014-0008","No","26","2014-09-18","CFPB-2014-0008-0037","3170-AA45","FINAL","","55970","Electronic Fund Transfers (Regulation E)","79"
"603","2010-32061-FRS","Issuance","Notice of proposed rulemaking.","https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1404&doc_ver=1","FRS","R-1404","No","43","2010-12-28","FRS-2010-0379-0001","7100-AD63","NPR","","81721","Debit Card Interchange Fees and Routing","75"
"604","2011-16861-FRS","Issuance","Final rule.","https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1404&doc_ver=1","FRS","R-1404","No","83","2011-07-20","FRS-2011-0202-0001","7100-AD63","FINAL","","43393","Debit Card Interchange Fees and Routing","76"
"605","2015-19979-FRS","Correction","Clarification.","https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1404&doc_ver=2","FRS","R-1404","No","3","2015-08-14",NA,"7100-AD63","Unclassified","","48684","Debit Card Interchange Fees and Routing","80"
"606","2011-16860-FRS","Issuance","Interim final rule; request for public comment.","https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1404&doc_ver=2","FRS","R-1404","No","12","2011-07-20",NA,"7100-AD63","INTERIM-FINAL","","43477","Debit Card Interchange Fees and Routing","76"
"607","2012-18726-FRS","Issuance","Final rule.","https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1404&doc_ver=2","FRS","R-1404","No","25","2012-08-03",NA,"7100-AD63","FINAL","","46258","Debit Card Interchange Fees and Routing","77"
"608","2011-18676-CFPB","Issuance","Interim final rule with request for public comment.","https://www.regulations.gov/docket?D=CFPB-2011-0004","CFPB","CFPB-2011-0004","No","20","2011-07-22","CFPB-2011-0004-0001","3170-AA04","INTERIM-FINAL","","44225","Alternative Mortgage Transaction Parity (Regulation D)","76"
"609","2011-31725-CFPB","Issuance","Interim final rule with request for public comment.","https://www.regulations.gov/docket?D=CFPB-2011-0021","CFPB","CFPB-2011-0021","No","40","2011-12-27","CFPB-2011-0021-0001","3170–AA06","INTERIM-FINAL","","81019","Electronic Fund Transfers (Regulation E)","76"
"610","2013-06861-CFPB","Issuance","Final rule.","https://www.regulations.gov/docket?D=CFPB-2013-0006","CFPB","CFPB-2013-0006","No","4","2013-03-26","CFPB-2013-0006-0001","3170-AA36","FINAL","","18221","Disclosures at Automated Teller Machines (Regulation E)","78"
"611","2011-31714-CFPB","Issuance","Interim final rule with request for public comment.","https://www.regulations.gov/docket?D=CFPB-2011-0019","CFPB","CFPB-2011-0019","No","43","2011-12-21","CFPB-2011-0019-0001","3170-AA06","INTERIM-FINAL","","79441","Equal Credit Opportunity (Regulation B)","76"
"612","2011-5449-FRS","Issuance","Proposed rule, request for comment.","https://web.archive.org/web/20131016170851/https://www.federalreserve.gov/apps/foia/ViewComments.aspx?doc_id=R-1409&doc_ver=1","FRS","R-1409","No","116","2011-03-25","FRS-2011-0077-0001","7100–AD68","NPR","","16861","Availability of Funds and Collection of Checks","76"
"613","2013-30024-FRS","Issuance","Proposed rule, request for comment.","https://web.archive.org/web/20150907192810/http://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1409&doc_ver=2","FRS","R-1409","No","65","2014-02-04","FRS-2014-0037-0001","7100–AD68","NPR","","6673","Availability of Funds and Collection of Checks","79"
"614","2017-11380-FRS","Issuance","Proposed rule, request for comment.","https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1564&doc_ver=1","FRS","R-1564","No","4","2017-06-02","FRS-2017-0142-0001","7100-AE78","NPR","","25539","Availability of Funds and Collection of Checks","82"
"615","2017-11379-FRS","Issuance","Final rule.","https://web.archive.org/web/20150907192810/http://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1409&doc_ver=2","FRS","R-1409","No","50","2017-06-15","FRS-2017-0152-0001","7100-AD68","FINAL","","27552","Availability of Funds and Collection of Checks","82"
"616","2010-26893-CFTC","Issuance","Notice of proposed rulemaking.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=878","CFTC","878","No","20","2010-10-27","CFTC-2010-0148-0001","3038-AD12","NPR","","66018","Business Affiliate Marketing and Disposal of Consumer Information Rules","75"
"617","2011-17711-CFTC","Issuance","Final rule.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=878","CFTC","878","No","12","2011-07-22","CFTC-2011-0097-0001","3038-AD12","FINAL","","43879","Business Affiliate Marketing and Disposal of Consumer Information Rules","76"
"618","2011-31728-CFPB","Issuance","Interim final rule with request for public comment.","https://www.regulations.gov/docket?D=CFPB-2011-0029","CFPB","CFPB-2011-0029","No","72","2011-12-21","CFPB-2011-0029-0001","3170-AA06","INTERIM-FINAL","","79307","Fair Credit Reporting (Regulation V)","76"
"619","2012-5157-CFTC","Issuance","Joint proposed rules and guidelines.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1171","CFTC","1171","Yes","30","2012-03-06","CFTC-2012-0032-0001","3038-AD14","NPR","","13449","Identity Theft Red Flags Rules","77"
"620","2012-5157-SEC","Issuance","Joint proposed rules and guidelines.","https://www.sec.gov/comments/s7-02-12/s70212.shtml","SEC","S7-02-12","Yes","30","2012-03-06","SEC-2012-0369-0001",NA,"NPR","","13449","Identity Theft Red Flags Rules","77"
"621","2013-08830-CFTC","Issuance","Joint final rules and guidelines.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1171","CFTC","1171","Yes","30","2013-04-19","CFTC-2013-0040-0001","3038-AD14","FINAL","","23637","Identity Theft Red Flags Rules","78"
"622","2013-08830-SEC","Issuance","Joint final rules and guidelines.","https://www.sec.gov/comments/s7-02-12/s70212.shtml","SEC","S7-02-12","Yes","30","2013-04-19","SEC-2013-0757-0001",NA,"FINAL","","23637","Identity Theft Red Flags Rules","78"
"623","2012-29430-FTC","Issuance","Interim final rule; request for comment.","https://www.regulations.gov/docket?D=FTC-2012-0105","FTC","FTC-2012-0105","No","4","2012-12-06","FTC-2012-0105-0001","3084-AA94","INTERIM-FINAL","","72712","Identity Theft Red Flags and Address Discrepancies Under the Fair and Accurate Credit Transactions Act of 2003, as Amended by the Red Flag Program Clarification Act of 2010","77"
"624","2014-03264-FRS","Issuance","Notice of proposed rulemaking; request for public comment.","https://web.archive.org/web/20170223164907/http://federalreserve.gov/apps/foia/ViewComments.aspx?doc_id=R-1484&doc_ver=1","FRS","R-1484","No","3","2014-02-20","FRS-2014-0049-0001","7100-AE14","NPR","","9645","Identity Theft Red Flags (Regulation V)","79"
"625","2014-12358-FRS","Issuance","Final rule.","https://web.archive.org/web/20170223164907/http://federalreserve.gov/apps/foia/ViewComments.aspx?doc_id=R-1484&doc_ver=1","FRS","R-1484","No","3","2014-05-29","FRS-2014-0152-0001","7100-AE14","FINAL","","30709","Identity Theft Red Flags (Regulation V)","79"
"626","2011-31733-CFPB","Issuance","Interim final rule with request for public comment.","https://www.regulations.gov/docket?D=CFPB-2011-0022","CFPB","CFPB-2011-0022","No","6","2011-12-16","CFPB-2011-0022-0001","3170-AA06","INTERIM-FINAL","","78121","Fair Debt Collection Practices Act (Regulation F)","76"
"627","2013-26875-CFPB","Issuance","Advance notice of proposed rulemaking.","https://www.regulations.gov/docket?D=CFPB-2013-0033","CFPB","CFPB-2013-0033","No","34","2013-11-12","CFPB-2013-0033-0001","3170-AA41","ANPR","","67847","Debt Collection (Regulation F)","78"
"628","2014-00453-CFPB","Extension","Advance notice of proposed rulemaking; extension of comment period.","https://www.regulations.gov/docket?D=CFPB-2013-0033","CFPB","CFPB-2013-0033","No","1","2014-01-14","CFPB-2013-0033-0061","3170-AA41","ANPR","","2384","Debt Collection (Regulation F)","79"
"629","2011-31892-CFPB","Issuance","Notice of proposed Privacy Act System of Records.","https://www.regulations.gov/docket?D=CFPB-2011-0024","CFPB","CFPB-2011-0024","No","3","2011-12-13","CFPB-2011-0024-0001","3170-AA06","NPR","","77470","Privacy Act of 1974, as Amended","76"
"630","2011-31732-CFPB","Issuance","Interim final rule with request for public comment.","https://www.regulations.gov/docket?D=CFPB-2011-0024","CFPB","CFPB-2011-0024","No","5","2011-12-16","CFPB-2011-0024-0002","3170-AA06","INTERIM-FINAL","","78126","Disclosure Requirements for Depository Institutions Lacking Federal Deposit Insurance (Regulation I)","76"
"631","2011-31729-CFPB","Issuance","Interim final rule with request for public comment.","https://www.regulations.gov/docket?D=CFPB-2011-0028","CFPB","CFPB-2011-0028","No","26","2011-12-21","CFPB-2011-0028-0001","3170-AA06","INTERIM-FINAL","","79025","Privacy of Consumer Financial Information (Regulation P)","76"
"632","2010-26912-CFTC","Issuance","Notice of proposed rulemaking.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=877","CFTC","3038-AD13","No","5","2010-10-27",NA,"3038-AD13","NPR","","66014","Privacy of Consumer Financial Information; Conforming Amendments Under Dodd-Frank Act","75"
"633","2011-17710-CFTC","Issuance","Final rule.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=877","CFTC","3038-AD13","No","6","2011-07-22",NA,"3038-AD13","FINAL","","43874","Privacy of Consumer Financial Information; Conforming Amendments Under Dodd-Frank Act","76"
"634","2014-03267-FRS","Issuance","Notice of proposed rulemaking; request for public comment.","https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1483&doc_ver=1","FRS","R-1438_V1","No","2","2014-02-14",NA,"7100 AE13","NPR","","8904","Privacy of Consumer Information (Regulation P)","79"
"635","2014-12357-FRS","Issuance","Final rule.","https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1483&doc_ver=1","FRS","R-1438_V1","No","2","2014-05-29",NA,"7100 AE13","FINAL","","30708","Privacy of Consumer Information (Regulation P)","79"
"636","2014-10713-CFPB","Issuance","Proposed rule with request for comment.","https://www.regulations.gov/docket?D=CFPB-2014-0010","CFPB","CFPB-2014-0010","No","17","2014-05-13","CFPB-2014-0010-0001","3170-AA39","NPR","","27214","Amendment to the Annual Privacy Notice Requirement Under the Gramm-Leach-Bliley Act (Regulation P)","79"
"637","2014-12148-CFPB","Extension","Proposed rule; extension of comment period.","https://www.regulations.gov/docket?D=CFPB-2014-0010","CFPB","CFPB-2014-0010","No","1","2014-05-28","CFPB-2014-0010-0126","3170-AA39","NPR","","30485","Amendment to the Annual Privacy Notice Requirement Under the Gramm-Leach-Bliley Act (Regulation P)","79"
"638","2014-25299-CFPB","Issuance","Final rule.","https://www.regulations.gov/docket?D=CFPB-2014-0010","CFPB","CFPB-2014-0010","No","26","2014-10-28","CFPB-2014-0010-0128","3170-AA39","FINAL","","64057","Amendment to the Annual Privacy Notice Requirement Under the Gramm-Leach-Bliley Act (Regulation P)","79"
"639","2011-31712-CFPB","Issuance","Interim final rule with request for public comment.","https://www.regulations.gov/docket?D=CFPB-2011-0020","CFPB","CFPB-2011-0020","No","19","2011-12-19","CFPB-2011-0020-0001","3170-AA06","INTERIM-FINAL","","78465","Home Mortgage Disclosure (Regulation C)","76"
"640","2012-3460-CFPB","Issuance","Final rule; official commentary.","https://www.regulations.gov/docket?D=CFPB-2011-0020","CFPB","CFPB-2011-0020","No","2","2012-02-15","CFPB-2011-0020-0007","3170-AA06","FINAL","","8721","Home Mortgage Disclosure (Regulation C)","77"
"641","2014-18353-CFPB","Issuance","Proposed rule with request for public comment.","https://www.regulations.gov/docket?D=CFPB-2014-0019","CFPB","CFPB-2014-0019","No","151","2014-08-29","CFPB-2014-0019-0001","3170-AA10","NPR","","51731","Home Mortgage Disclosure (Regulation C)","79"
"642","2015-26607-CFPB","Issuance","Final rule; official interpretations.","https://www.regulations.gov/docket?D=CFPB-2014-0019","CFPB","CFPB-2014-0019","No","214","2015-10-28","CFPB-2014-0019-0422","3170-AA10","FINAL","","66127","Home Mortgage Disclosure (Regulation C)","80"
"643","C1-2015-26607-CFPB",NA,NA,"https://www.regulations.gov/docket?D=CFPB-2014-0019","CFPB","CFPB-2014-0019",NA,"1","2015-11-10","CFPB-2014-0019-0423","3170-AA10",NA,"","69567","Home Mortgage Disclosure (Regulation C)","80"
"644","2017-15220-CFPB","Issuance","Proposed rule with request for public comment.","https://www.regulations.gov/docket?D=CFPB-2017-0021","CFPB","CFPB-2017-0021","No","11","2017-07-20","CFPB-2017-0021-0001","3170-AA76","NPR","","33455","Home Mortgage Disclosure (Regulation C) Temporary Increase in Institutional and Transactional Coverage Thresholds for Open-End Lines of Credit","82"
"645","2017-18284-CFPB","Issuance","Final rule.","https://www.regulations.gov/docket?D=CFPB-2017-0021","CFPB","CFPB-2017-0021","No","62","2017-09-13","CFPB-2017-0021-0038","3170-AA76","FINAL","","43088","Home Mortgage Disclosure (Regulation C)","82"
"646","2011-31731-CFPB","Issuance","Interim final rule with request for public comment.","https://www.regulations.gov/docket?D=CFPB-2011-0027","CFPB","CFPB-2011-0027","No","9","2011-12-16","CFPB-2011-0027-0001","3170-AA06","INTERIM-FINAL","","78130","Mortgage Acts and Practices-Advertising (Regulation N); Mortgage Assistance Relief Services (Regulation O)","76"
"647","2011-31722-CFPB","Issuance","Interim final rule with request for public comment.","https://www.regulations.gov/docket?D=CFPB-2011-0030","CFPB","CFPB-2011-0030","No","41","2011-12-20","CFPB-2011-0030-0001","3170-AA06","INTERIM-FINAL","","78977","Real Estate Settlement Procedures Act (Regulation X)","76"
"648","2011-31713-CFPB","Issuance","Interim final rule with request for public comment.","https://www.regulations.gov/docket?D=CFPB-2011-0025","CFPB","CFPB-2011-0025","No","43","2011-12-21","CFPB-2011-0025-0001","3170-AA06","INTERIM-FINAL","","79485","Interstate Land Sales Registration Program (Regulations J, K, and L)","76"
"649","2012-10602-CFPB","Correction","Correcting amendments.","https://www.regulations.gov/docket?D=CFPB-2011-0025","CFPB","CFPB-2011-0025","No","1","2012-05-03","CFPB-2011-0025-0008","3170-AA06","Unclassified","","26154","Interstate Land Sales Registration Program, Special Rules of Practice; Correction","77"
"650","E9-29708-HUD","Issuance","Proposed rule.","https://www.regulations.gov/docket?D=HUD-2009-0155","HUD","HUD-2009-0155","No","16","2009-12-15","HUD-2009-0155-0001","2502-A170","NPR","","66547","SAFE Mortgage Licensing Act: HUD Responsibilities Under the SAFE Act","74"
"651","2010-3087-HUD","Issuance","Proposed rule.","https://www.regulations.gov/docket?D=HUD-2009-0155","HUD","HUD-2009-0155","No","1","2010-02-17","HUD-2009-0155-0155","2502-A170","NPR","","7149","SAFE Mortgage Licensing Act: HUD Responsibilities Under the SAFE Act; Extension of Public Comment Deadline","75"
"652","2011-15672-HUD","Issuance","Final rule.","https://www.regulations.gov/docket?D=HUD-2009-0155","HUD","HUD-2009-0155","No","39","2011-06-30","HUD-2009-0155-4908","2502-A170","FINAL","","38463","SAFE Mortgage Licensing Act: Minimum Licensing Standards and Oversight Responsibilities","76"
"653","2011-31153-CFPB","Issuance","Notice of proposed policy statement with request for comment.","https://www.regulations.gov/docket?D=CFPB-2011-0023","CFPB","CFPB-2011-0023","No","6","2011-12-08","CFPB-2011-0023-0001","3170-AA06","NPR","","76628","Disclosure of Certain Credit Card Complaint Data","76"
"654","2011-31730-CFPB","Issuance","Interim final rule with request for public comment.","https://www.regulations.gov/docket?D=CFPB-2011-0023","CFPB","CFPB-2011-0023","No","17","2011-12-19","CFPB-2011-0023-0002","3170-AA06","INTERIM-FINAL","","78483","S.A.F.E. Mortgage Licensing Act (Regulations G & H)","76"
"655","2011-31715-CFPB","Issuance","Interim final rule with request for public comment.","https://www.regulations.gov/docket?D=CFPB-2011-0031","CFPB","CFPB-2011-0031","No","314","2011-12-22","CFPB-2011-0031-0001","3170-AA06","INTERIM-FINAL","","79767","Truth in Lending (Regulation Z)","76"
"656","2011-31727-CFPB","Issuance","Interim final rule with request for public comment.","https://www.regulations.gov/docket?D=CFPB-2011-0032","CFPB","CFPB-2011-0032","No","31","2011-12-21","CFPB-2011-0032-0001","3170-AA06","INTERIM-FINAL","","79275","Truth in Savings (Regulation DD)","76"
"657","2014-03266-FRS","Issuance","Notice of proposed rulemaking; request for public comment.","https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1482&doc_ver=1","FRS","R-1482_V1","No","3","2014-02-20",NA,"7100 AE12","NPR","","9647","Truth in Savings (Regulation DD)","79"
"658","2014-12356-FRS","Issuance","Final rule.","https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1482&doc_ver=1","FRS","R-1482_V1","No","3","2014-05-29",NA,"7100 AE12","FINAL","","30711","Truth in Savings (Regulation DD)","79"
"659","2010-31530-FRS","Issuance","Proposed rule; request for public comment.","https://www.federalreserve.gov/apps/foia/ViewComments.aspx?doc_id=R-1400&doc_ver=1","FRS","R-1400_V1","No","5","2010-12-16",NA,"7100-AD60","NPR","","78632","Consumer Leasing","75"
"660","2011-7377-FRS","Issuance","Final rule.","https://www.federalreserve.gov/apps/foia/ViewComments.aspx?doc_id=R-1400&doc_ver=1","FRS","R-1400_V1","No","6","2011-04-04",NA,"7100-AD60","FINAL","","18349","Consumer Leasing","76"
"661","2016-18059-FRS","Issuance","Proposed rule; official interpretations.","https://www.federalreserve.gov/apps/foia/ViewComments.aspx?doc_id=R-1545&doc_ver=1","FRS","R-1545_V1","No","5","2016-08-04",NA,"7100 AE56","NPR","","51400","Consumer Leasing (Regulation M)","81"
"662","2016-28710-FRS","Issuance","Final rules, official interpretations and commentary.","https://www.federalreserve.gov/apps/foia/ViewComments.aspx?doc_id=R-1545&doc_ver=1","FRS","R-1545_V1","No","5","2016-11-30",NA,"7100 AE56","FINAL","","86256","Consumer Leasing (Regulation M)","81"
"663","2012-27996-CFPB","Issuance","Final rules, official interpretations and commentary.","https://www.regulations.gov/docket?D=CFPB-2012-0042","CFPB","CFPB-2012-0042","No","2","2012-11-21","CFPB-2012-0042-0001",NA,"FINAL","","69735","Consumer Leasing (Regulation M)","77"
"664","2013-28194-CFPB","Issuance","Final rules, official interpretations and commentary.","https://www.regulations.gov/docket?D=CFPB-2013-0034","CFPB","CFPB-2013-0034","No","2","2013-11-25","CFPB-2013-0034-0003",NA,"FINAL","","70193","Consumer Leasing (Regulation M)","78"
"665","2016-18059-CFPB","Issuance","Proposed rule; official interpretations.","https://www.regulations.gov/docket?D=CFPB-2016-0036","CFPB","CFPB-2016-0036","No","5","2016-08-04","CFPB-2016-0036-0001","3170-AA68","NPR","","51400","Consumer Leasing (Regulation M)","81"
"666","2016-28710-CFPB","Issuance","Final rules, official interpretations and commentary.","https://www.regulations.gov/docket?D=CFPB-2016-0036","CFPB","CFPB-2016-0036","No","5","2016-11-30","CFPB-2016-0036-0004","3170-AA68","FINAL","","86256","Consumer Leasing (Regulation M)","81"
"667","2016-28699-CFPB","Issuance","Final rules, official interpretations and commentary.","https://www.regulations.gov/docket?D=CFPB-2016-0036","CFPB","CFPB-2016-0036","No","7","2016-11-30","CFPB-2016-0036-0003","3170-AA68","FINAL","","86250","Appraisals for Higher-Priced Mortgage Loans Exemption Threshold","81"
"668","2017-24411-CFPB","Issuance","Final rules, official interpretations and commentary.","https://www.regulations.gov/docket?D=CFPB-2017-0026","CFPB","CFPB-2017-0026","No","3","2017-11-09","CFPB-2017-0026-0001",NA,"FINAL","","51975","Consumer Leasing (Regulation M)","82"
"669","2010-31529-FRS","Issuance","Proposed rule; request for public comment.","https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1399&doc_ver=1","FRS","R-1399_V1","No","10","2010-12-16",NA,"7100-AD59","NPR","","78636","Truth in Lending","75"
"670","2011-7376-FRS","Issuance","Final rule.","https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1399&doc_ver=1","FRS","R-1399_V1","No","12","2011-04-04",NA,"7100-AD59","FINAL","","18354","Truth in Lending","76"
"671","2016-18062-FRS","Issuance","Proposed rule; official interpretations.","https://www.federalreserve.gov/apps/foia/ViewComments.aspx?doc_id=R-1546&doc_ver=1","FRS","R-1546_V1","No","9","2016-08-04",NA,"7100 AE57","NPR","","51404","Truth in Lending (Regulation Z)","81"
"672","2016-28718-FRS","Issuance","Final rules, official interpretations and commentary.","https://www.federalreserve.gov/apps/foia/ViewComments.aspx?doc_id=R-1546&doc_ver=1","FRS","R-1546_V1","No","9","2016-11-30",NA,"7100 AE57","FINAL","","86260","Truth in Lending (Regulation Z)","81"
"673","2012-27993-CFPB","Issuance","Final rules, official interpretations and commentary.","https://www.regulations.gov/docket?D=CFPB-2012-0043","CFPB","CFPB-2012-0043","No","3","2012-11-21","CFPB-2012-0043-0001",NA,"FINAL","","69736","Truth in Lending (Regulation Z)","77"
"674","2013-31225-CFPB","Issuance","Final rule; official commentary.","https://www.regulations.gov/docket?D=CFPB-2013-0035","CFPB","CFPB-2013-0035","No","2","2013-12-30","CFPB-2013-0035-0001",NA,"FINAL","","79286","Truth in Lending (Regulation Z): Adjustment to Asset-Size Exemption Threshold","78"
"675","2013-29844-CFPB","Issuance","Final rule; official interpretation.","https://www.regulations.gov/docket?D=CFPB-2013-0035","CFPB","CFPB-2013-0035","No","3","2013-12-16","CFPB-2013-0035-0002",NA,"FINAL","","76033","Truth in Lending (Regulation Z)","78"
"676","2013-28195-CFPB","Issuance","Final rules, official interpretations and commentary.","https://www.regulations.gov/docket?D=CFPB-2013-0035","CFPB","CFPB-2013-0035","No","3","2013-11-25","CFPB-2013-0035-0003",NA,"FINAL","","70194","Truth in Lending (Regulation Z)","78"
"677","2016-18062-CFPB","Issuance","Proposed rule; official interpretations.","https://www.regulations.gov/docket?D=CFPB-2016-0037","CFPB","CFPB-2016-0037","No","9","2016-08-04","CFPB-2016-0037-0001",NA,"NPR","","51404","Truth in Lending (Regulation Z)","81"
"678","2016-28718-CFPB","Issuance","Final rules, official interpretations and commentary.","https://www.regulations.gov/docket?D=CFPB-2016-0037","CFPB","CFPB-2016-0037","No","9","2016-11-30","CFPB-2016-0037-0009",NA,"FINAL","","86260","Truth in Lending (Regulation Z)","81"
"679","2017-18003-CFPB","Issuance","Final rule; official interpretation.","https://www.regulations.gov/docket?D=CFPB-2016-0037","CFPB","CFPB-2016-0037","No","3","2017-08-30","CFPB-2016-0037-0008",NA,"FINAL","","41158","Truth in Lending (Regulation Z) Annual Threshold Adjustments (Credit Cards, HOEPA, and ATR/QM)","82"
"680","2017-24445-CFPB","Issuance","Final rules, official interpretations and commentary.","https://www.regulations.gov/docket?D=CFPB-2017-0027","CFPB","CFPB-2017-0027","No","3","2017-11-09","CFPB-2017-0027-0001",NA,"FINAL","","51977","Truth in Lending (Regulation Z)","82"
"681","2011-31723-CFPB","Issuance","Interim final rule with request for public comment.","https://www.regulations.gov/docket?D=CFPB-2011-0026","CFPB","CFPB-2011-0026","No","21","2011-12-19","CFPB-2011-0026-0001","3170-AA06","INTERIM-FINAL","","78500","Consumer Leasing (Regulation M)","76"
"682","2011-33354-CFPB","Correction","Interim final rule; correction.","https://www.regulations.gov/docket?D=CFPB-2011-0026","CFPB","CFPB-2011-0026","No","2","2011-12-29","CFPB-2011-0026-0002","3170-AA06","INTERIM-FINAL","","81789","Consumer Leasing (Regulation M); Correction","76"
"683","2011-5417-FRS","Issuance","Notice of proposed rulemaking.","https://web.archive.org/web/20110311221724/http://www.federalreserve.gov/generalinfo/foia/index.cfm?doc_id=R-1408&doc_ver=1","FRS","R1408_V1","No","7","2011-03-15",NA,"7100-AD67","NPR","","13896","Equal Credit Opportunity","76"
"684","2011-17585-FRS","Issuance","Final rule.","https://web.archive.org/web/20110311221724/http://www.federalreserve.gov/generalinfo/foia/index.cfm?doc_id=R-1408&doc_ver=1","FRS","R1408_V1","No","13","2011-07-15",NA,"7100-AD67","FINAL","","41590","Equal Credit Opportunity","76"
"685","2011-5413-FRS","Issuance","Notice of proposed rulemaking.","https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1407&doc_ver=1","FRS","R-1407_V1","No","20","2011-03-15",NA,"7100-AD66","NPR","","13902","Fair Credit Reporting Risk-Based Pricing Regulations","76"
